Subcategory,Name,Address1,Address2,City,State,Zip,Email,Phone,FAX,OccupancyType,OccupancyNotes,MapPage,FireAlarmPanelLoc,MasterKeyLoc,BuildingHeight,NumberOfFloors,BasementPresent,Width,Length,SquareFeet,GasLPGShutoffLoc,ElectricalPanelLoc,FDConnections,SprinklerRoomLoc,OtherLocInfo,WaterSupplyInfo,ExposureInfo,HazMat,BuildingAccess,AccessProblems,VentilationProblems,TimeNormallyOccupied,PrePlanNotes,UserOccupancyID,LicenseNumber,NumberOfUnits,OccupancyLoad,UBCode,NFPACode,IBCode,AssessorParcelNumber,NumberMilepost,StreetPrefixDirection,StreetOrHighwayName,StreetType,StreetSuffix,AptOrSuite,ISOID,Latitude,CriticalInfrastructure,BuildingNumber,YearBuilt,Longitude,NFIRSPropertyUse,AssessedValue,NationalGrid,UtilityBillingNumber,RoofTypeId,RoofMaterialId,RoofConstructionId,ConstructionTypeId,StationID,DispatchID,Population DensityID
Business Group B,Sheridan Road Lumber,6600 N Sheridan RD,,Peoria,IL,61614,dave@srlco.com,309-691-0858,,B- Business,,1640,,,20,2,0,30,90,5400,,,,,,,,,,,,,,2429,,,,,,,,6600,N,Sheridan,RD,,,,40.767632,,,,-89.602253,500,0,16T BL 8062 1606,,,,,Wood Frame Class V,16,,
Business Group B,Sherwin Williams,4807 N Rockwood DR,,Peoria,IL,61615,,309-682-3295,,B- Business,,,,,,1,,,,4500,,,,,,,,,,,,,,45565,,,,,,,,4807,N,Rockwood,DR,,,,40.7467396,,,,-89.6331821,549,0,16T BL 7769 1398,,,,,Ordinary (Joisted Masonry) Class III,13,,
Business Group B,Sherwin Williams,1022 W Pioneer PKY,,Peoria,IL,61615,,3096914058,,B- Business,,1513,,,,,,,,,,,,,,,,,,,,,,45493,,,13,,,,,1022,W,Pioneer,PKY,,,,40.7827394,,,,-89.6083517,569,0,16T  BL  7990  1791,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,Sherwin-Williams Automotive FI,2112 W Townline RD,,Peoria,IL,61615,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112,W,Townline,RD,,,,40.7974918,,,,-89.6256443,,0,,,,,,,,,
Business Group B,Shoe Biz Shoe Repair,8815 N Knoxville AVE,,Peoria,IL,61615,shoebizshoerepair@gmail.com,309-692-5414,,B- Business,,1515,,,12,1,0,20,60,1200,,,,,,,,"spray flammables 48oz, spot remover 60oz, thinner 2gal, adhesive 1gal",,,,,,49307,,,,,,,,8815,N,Knoxville,AVE,,,,40.7939917,,,,-89.606326,529,0,16T BL 7995 1913,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,Shoppes at Grand Prairie,5201 W War Memorial DR,,Peoria,IL,61615,,,,B- Business,Master Occupancy for the Shoppes at Grand Prairie,1902,,,24,1,No,41,103,3648,,,,,,,,,,,,,,108062,,,,,,,,5201,W,War Memorial,DR,,,,40.7787369,,,,-89.673712,500,0,16T BL 7426 1793,,,,,Ordinary (Joisted Masonry) Class III,19,,Suburban
Business Group B,ShopRite,1823 W Lincoln AVE,,Peoria,IL,61605,,309-676-1672,,M-Markets,,,,,,,,,,,,,,,,,,,,,,,,7784,,,,,,,,1823,W,Lincoln,AVE,,,,40.6813434,,,,-89.6219201,519,0,,,,,,Ordinary (Joisted Masonry) Class III,4,,
Business Group B,Signature Homes,7227 N University ST,,Peoria,IL,61614,pam@signaturehomes.ws,309-693-6179,,B- Business,,,,Knox Box,15,1,no,15,15,225,Meter-B/C side,"Main floor 1st office to left (C side)
Meter-C side",,,"Water heater- main floor by D side entrance
Furnace room-Main floor",,,,,,,,"This is satellite office-usually no employees/ owner/ manager normally not here
Access business through Ironwood Homes.
Shared with 2 other businesses",15130,,,1,,,,,7227,N,University,ST,,,,40.7756254,,,,-89.6213567,599,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Simons Mortuary,912 W John H Gwynn Jr AVE,,Peoria,IL,61605,,,,B- Business,,,,,,1,,100,100,10000,,,,,,,,,,,,,,45999,,,,,,,,912,W,John H Gwynn Jr,AVE,,,,40.6900654,,,,-89.6087153,,0,16T  BL  7956  0762,,,,,Fire Resistive Class I,,,
Business Group B,Skin Dimensions,4909 N Glen Park PL,,Peoria,IL,61614,thart@skinnews.com,,,B- Clinic-Outpatient,,,A side main entrance,Knox box- A side,,1,,0,0,2200,,B/C corner room43,,,,,,,,,,m-f 8-8,,45338,,,,,,,,4909,N,Glen Park,PL,,,,40.747611,,,,-89.619063,599,0,16T  BL  7888  1404,,,Composite (Asphalt) Shingle,,Ordinary (Joisted Masonry) Class III,11,,Urban
Business Group B,"Smith & Weer,  Attorney Law",456 Fulton ST,,Peoria,IL,61602,ed@smithand weer.com,309 694-6700,,B- Business,,,,,,0,,,,400,,,,,,,,,,,,,,44796,,,,,,,,456,,Fulton,ST,,,,40.6929214,,,,-89.591988,599,0,,,,,,Fire Resistive Class I,1,,
Business Group B,Soderstrom Dermatology Center,4909 N Glen Park PL,,Peoria,IL,61614,,309-674-7546,,B- Clinic-Outpatient,,,,,,1,,,,50,,,,,,,,,,,,,,,,,,,,,,4909,N,Glen Park,PL,,,,40.747611,,,,-89.619063,599,0,,,,,,Ordinary (Joisted Masonry) Class III,11,,
Business Group B,Soderstrum annex building,5006 N Glen Park PL,,Peoria,IL,61614,thart@skinnews.com,,,B- Business,,,system not active,knox box at front door,,1,,0,0,3750,,back storage room b-c,,,,,,,,,,no occupancy only used as storage,,45917,,,,,,,,5006,N,Glen Park,PL,,,,40.748668,,,,-89.617833,599,0,16T  BL  7899  1415,,,,,Ordinary (Joisted Masonry) Class III,11,,Urban
Business Group B,Soderstrum annex building,5008 N Glen Park PL,,Peoria,IL,61614,thart@skinnews.com,,,B- Business,,,system not active,in knox box located at 5006,,1,0,0,0,3750,,,,,,,,,,,,,,,,,,,,,,5008,N,Glen Park,PL,,,,40.7486893,,,,-89.6186227,599,0,16T  BL  7899  1415,,,,,Ordinary (Joisted Masonry) Class III,11,,Urban
Business Group B,Soderstrum annex building,5010 N Glen Park PL,,Peoria,IL,61614,thart@skinnews.com,,,B- Business,,,system not active,in knox box located at 5006,,1,0,0,0,3750,,,,,,,,,,,,unoccupied,,38416,,,,,,,,5010,N,Glen Park,PL,,,,40.7486999,,,,-89.6186224,,0,16T  BL  7899  1415,,,,,Ordinary (Joisted Masonry) Class III,11,,Urban
Business Group B,Soderstrum Dermatology,4920 N Glen Park PL,,Peoria,IL,61614,thart@skinnews.com,309-674-7546,,B- Business,,1102,,Knox box left of main door,14,1,no,150,100,15000,B/C corner,B bide in computer server room Key to room in knox box,,,,,,,,,,m-f 8-5,,22576,,,,,,,,4920,N,Glen Park,PL,,,,40.7481543,,,,-89.6180146,599,0,16T  BL  7888  1404,,,Composite (Asphalt) Shingle,,Ordinary (Joisted Masonry) Class III,11,,Urban
Business Group B,soderstrum Skin Institute,4909 N Glen Park PL #1,,Peoria,IL,61614,thart@skinnews.com,,,B- Clinic-Outpatient,,,A side main entrance,Knox box- A side,,1,,0,0,470,,B/C corner room 43,,,,,,,,,,,,45511,,,,,,,,4909,N,Glen Park,PL,,1,,40.747611,,,,-89.619063,599,0,16T  BL  7888  1404,,,Composite (Asphalt) Shingle,,Ordinary (Joisted Masonry) Class III,11,,Urban
Business Group B,Sofa Mart,7618 N State Route 91,,Peoria,IL,61615,,309-693-9196,,M- Sales Room,,,,,,,,,,,,,,,,,,,,,,,,485492 - 3,,,,,,,,7618,N,State Route 91,,,,,40.7806582,,,,-89.668672,539,0,16T  BL  7480  1783,,,,,Non-Combustible (Masonry) Class I,19,,
Business Group B,Souel Spa,2524 W Farrelly AVE,,Peoria,IL,61615,,,,B- Business,,,,,15,1,0,0,0,1000,,rear of building,,,,,,,,,,,,44986,,,,,,,,2524,W,Farrelly,AVE,,,,40.7461387,,,,-89.6331446,557,0,,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,13,,
Business Group B,South Side Bank,4100 W Willow Knolls DR,,Peoria,IL,61615,,3096927787,,B- Banks,,1918,,Rear of building outside,,1,Yes,0,0,5400,Rear of building ,Basement,None,Basement,,,n/a,,,,n/a,5-Sep,,45349,,1,7,,,,,4100,W,Willow Knolls,DR,,,,40.7729568,Banking & Finance,,,-89.6538591,592,0,,,Hip - sloping planes of the same pitch on four sides,Fiberglass Shingles,Rafter/Joist Construction,Modified (Fire Resistive) Class I B,19,,Urban
Business Group B,South Side Market,1840 S Griswold ST,,Peoria,IL,61605,,,,B- Business,,,,,,,,0,0,0,,,,,,,,,,,,,,134,,,,,,,,1840,S,Griswold,ST,,,,40.667053,,,,-89.632559,511,0,,,,,,,4,,
Business Group B,SOUTH SIDE TRUST & SAVINGS BANK,8919 N Knoxville AVE,,Peoria,IL,61615,,(309) 692-2330,,B- Banks,,1515,,,,0,,0,0,2000,,,,,,,,,,,,,,108082,,,17,,,,,8919,N,Knoxville,AVE,,,,40.7959356,,,,-89.6089601,592,0,16T BL 799* 193*,,,,,,15,,
Business Group B,Southard Cycle,3324 NE adams,,peoria,IL,61603,,3096823367,,B- Business,,,N/A,Knox Box front door A side,12,1,,0,0,5500,LP on North side of building,,,,,,,,,,,,,44971,,1,,,,,,3324,NE,adams,,,,,40.7188172,,,,-89.5577199,599,0,16T  BL  8396  1069,,,,,Ordinary (Joisted Masonry) Class III,,,
Business Group B,Southside Cleaners,121 N Macarthur HWY,,Peoria,IL,61605,,,,B- Dry Cleaning/Laundry,,,,,,1,,,,800,,,,,,,,,,,,,,,,,,,,,,121,N,Macarthur,HWY,,,,40.689647,,,,-89.6079864,,0,16T  BL  7962  0757,,,,,Non-Combustible (Masonry) Class I,,,
Business Group B,Southside Office of Concern,202 NE Madison AVE,,Peoria,IL,61603,,309-674-7310,,B- Civic Administration,,,Mechanical room on the D side of building.,Left of main entry door A side,,3,No,0,0,15000,D side,Mechanical room on the D side of building.,,,,,,,,,,//normal office hours,,,,,,,,,,202,NE,Madison,AVE,,,,40.6948607,,,,-89.5899026,599,0,,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Spa Nails,9031 N Allen RD,,Peoria,IL,61615,,,,B- Business,,2005,,,12,1,No,15,50,750,Rear of building,Storage room,,,,,Business attached Strip Mall,,,,,0900-1900,,446440 - 7,,,5,,,,,9031,N,Allen,RD,,,,40.7974837,,,,-89.6331514,500,0,16T BL 7786 1961,,"Shed - Only one sloping plane, no hips, ridges or gables",Rubber Membrane with a pea gravel surface,"Composite (wood/metal), Open Web",Non-Combustible (All Metal) Class II,20,,Suburban
Business Group B,Spalding Pastoral Center,401 NE Madison AVE,,Peoria,IL,61603,cursillopeoria@gmail.com,309-676-5587,,B- Business,,,,,,3,,,,25000,,,,,,,,,,,,,,485488,,,200,,,,,401,NE,Madison,AVE,,,,40.6967209,,,,-89.587772,131,0,16 T BL 8132 0827,,,,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,speed Lube,2133 N Knoxville AVE,,Peoria,IL,61603,,,,B- Business,,,,,,1,,,,4000,,,,,,,,,,,,,,4972,,,,,,,,2133,N,Knoxville,AVE,,,,40.713743,,,,-89.5944188,,0,,,,,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Spirit Hallloween,5212 N Big Hollow RD #A,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,Temporary Business. Seasonal for Halloween.,1302,,,,1,,0,0,34100,,,,,,,,,,,,,,24626 - 1,,,,,,,,5212,N,Big Hollow,RD,,A,,40.7514149,,,2000,-89.6349174,581,0,16T BL 7755 1450,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Business Group B,Sports Clips,4203 N Sheridan AVE #A1-2,,Peoria,IL,61614,,,,B- Barber/Beauty Shops,,1113,,,15,1,,30,60,1800,,,,,,"red top city hydrant 200' south
private hydrant 100' north",,,,,,,,47188,,1,15,,,,,4203,N,Sheridan,AVE,,A1-2,,40.7386117,,,,-89.6035556,557,0,16T BL 8016 1301,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Steel,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,Sports Clips,9031 N Allen RD #4,,Peoria,IL,61615,mwrenn66@att.net,309-839-8070 ,,B- Business,,2005,,Knox Box out front,12,1,No,60,20,1200,Back of building,Back storage room,,,,,Business to the right and left divided by drywall,,,None,,0900-1900,,446440 - 4,,,18,,,,1406126002,9031,N,Allen,RD,,4,,40.7974837,,,2017,-89.6331514,500,0,16T BL 7786 1961,,"Shed - Only one sloping plane, no hips, ridges or gables",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Modified (Fire Resistive) Class I B,20,,Suburban
Business Group B,Spring Street Laundromat,411 Spring ST,,Peoria,IL,61603,peorialaundry@gmail.com,319.899.4021,,B- Dry Cleaning/Laundry,,112,,,,1,No,0,0,1200,C/D side,C side,,,,,,,,,,,,108099,,,,,,,,411,,Spring,ST,,,,40.7024435,,,,-89.5769467,564,0,16T BL 8229 0892,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Sprint Wireless,4501 N Sterling AVE ##,,Peoria,IL,61615,,309-681-9223,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,49315 - 3,,,,,,,,4501,N,Sterling,AVE,,#,,40.7421261,,,1973,-89.632586,599,0,,,,,,Non-Combustible (All Metal) Class II,13,,
Business Group B,Stanley Steamer,4040 SW Adams ST,,Peoria,IL,61603,,309-692-1990,,"B- Professional Services (Architects,Attys., MD,Dentists)",,,,,12,1,No,182,300,54600,,,,,,,,,,,,Business hours daytime,,,,1,0,,,,,4040,SW,Adams,ST,,,,40.7218802,,,,-89.556054,569,0,,,,,,Non-Combustible (Masonry) Class I,4,,
Business Group B,Star Crest Cleaners,3910 W Baring TRCE,,Peoria,IL,61615,baringstarcrest@gmail.com,309-692-2399,,B- Dry Cleaning/Laundry,,1911,,,12,1,0,60,80,4800,,,,,,,,300 gal. cleaners,,,,,,46117,,,,,,,,3910,W,Baring,TRCE,,,,40.769332,,,,-89.6550456,564,0,16T BL 7591 1654,,,,,Ordinary (Joisted Masonry) Class III,19,,
Business Group B,Starcrest Cleaners,7504 N University ST,,Peoria,IL,61614,universitystarcrest@gmail.com,309-691-2875,,B- Dry Cleaning/Laundry,,1507,,,12,1,0,60,70,4200,,,,,,,,35 gal. cleaning supplies,,,,,,30524,,,,,,,,7504,N,University,ST,,,,40.7795959,,,,-89.6208736,564,0,16T BL 7883 1759,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,Starcrest Cleaners,10322 N Centerway DR #A,,Peoria,IL,61615,,,,B- Business,,,,A side,16,1,no,30,35,1050,C side,Meters outside on &#34;C&#34; side,,,,,,,,,,,,50594 - 1,,,,,,,,10322,N,Centerway,DR,,A,,40.8153348,,,2017,-89.6144609,557,0,,,"Flat - Contains no slope, may or may not have eaves",,"Composite (wood/metal), Open Web",Non-Combustible (All Metal) Class II,20,,
Business Group B,Starcrest Cleaners,1636 N Knoxville AVE,,Peoria,IL,61603,suemccullough@gmai.com,309-688-0377,,B- Dry Cleaning/Laundry,,110,,,12,1,0,30,60,1800,,,,,,,,25gal soap,,,,,,6580,,,,,,,,1636,N,Knoxville,AVE,,,,40.7076509,,,,-89.5935098,564,0,16T BL 8091 0954,,,,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Starcrest Cleaners,4509 N Sheridan RD,,Peoria,IL,61614,sheridanstarcrest@gmail.com,309-681-1501,,B- Dry Cleaning/Laundry,,1112,,,12,1,0,40,70,2800,,,,,,,,300 gal cleaning supplies,,,,,,21181,,,,,,,,4509,N,Sheridan,RD,,,,40.7423294,,,,-89.6035189,564,0,16T BL 8017 1341,,,,,Ordinary (Joisted Masonry) Class III,11,,
Business Group B,Starcrest Cleaners,4509 N Sheridan RD,,Peoria,IL,61614,,309-681-1501,,B- Dry Cleaning/Laundry,,1112,,In knox Box,12,1,no,30,60,1800,West wall outside,West wall inside,,,,,,,,,,Daytime,,485413,,1,0,,,,,4509,N,Sheridan,RD,,,,40.7423294,,,,-89.6035189,564,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,11,,
Business Group B,starcrest cleaners,3910 W barring trace,,peoria,IL,61614,,309-692-2399,,B- Dry Cleaning/Laundry,unknown year built,1911,,,,1,,,,19200,,,,,,,,,,,,6:60-8:30,,,,0,20,,,,,3910,W,barring trace,,,,,40.769332,,,,-89.6550456,564,0,16T  BL  7591  1654,,,,,Fire Resistive Class I,19,,
Business Group B,Starr Street Market,2421 W Starr ST,,Peoria,IL,61605,,,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,1975,,,,,,,,2421,W,Starr,ST,,,,40.6743035,,,,-89.632138,,0,,,,,,,,,
Business Group B,State Farm,1225 W Pioneer PKY,,Peoria,IL,61615,,,,B- Business,,1514,,None,10,2,Yes,50,40,2000,West side south corner ,Basement,None,Domestic water supply,,,None,,East side plus cellar door on the northwest corner,None,,5-Sep,,108066 - 6,,0,8,,,,,1225,W,Pioneer,PKY,,,,40.7833579,,,1990,-89.6124483,599,0,16T  BL  7961  1802 ,,Hip - sloping planes of the same pitch on four sides,Fiberglass Shingles,"Composite (wood/metal), Open Web",Wood Frame Class V,15,,
Business Group B,Steak-N- shake,5036 N Big Hollow RD,,Peoria,IL,61614,,309-691-0914,,B- Business,,,,,,1,,45,70,3150,C-side,,,,,,,,,,,,,15818,,,,,,,,5036,N,Big Hollow,RD,,,,40.749625,Agriculture/Food,,,-89.6338056,519,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Steakhouse & Fries,2200 W War Memorial DR #DU18B,,Peoria,IL,61613,,,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,811,,,,,,,,,,,,,,49267 - 33,,,8,,,,,2200,W,War Memorial,DR,,DU18B,,40.7408508,,,1973,-89.6293945,161,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Business Group B,Stecher's Automotive,1006 W main ST,,Peoria,IL,61606,Stecherauto@sbcglobal.net,3096735337,,M-Motor Vehicle Service Stations,,,n/a,with owner,,1,,0,0,10000,west side of building,"main shut off west side of building.
Panel located on east wall across from office.",,,,,10 feet between buildings,torch used in building,"north, west, south sides of building",none,none,daytime,,46004,,1,5,,,,,1006,W,main,ST,,,,40.699449,,,,-89.609621,579,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Non-Combustible (Masonry) Class I,3,,
Business Group B,Stephen's Auto Glass,2526 N Sterling AVE,,Peoria,IL,61615,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,N,Sterling,AVE,,,,40.7189552,,,,-89.631748,,0,,,,,,,,,
Business Group B,steve's automotive,923 N garfield ST,,Peoria,IL,61606,,,,M-Motor Vehicle Service Stations,,,,,20,2,yes,90,80,14400,,,none,n/a,,,,,,,,,,,,,,,,,,923,N,garfield,ST,,,,40.6990986,,,,-89.6082038,579,0,16T BL 7964 0862,,Arched - Having a hemispherical shape such as bowstring trusses,,,Non-Combustible (Masonry) Class I,,,
Business Group B,Straight Forward (calling center),700 Main ST,,Peoria,IL,61602,Jacque.grant@straightforward.cc,309.676.2363,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,50566 - 1,,,,,,,,700,,Main,ST,,,,40.696232,,1st Floor,,-89.593625,599,0,,,,,,Fire Resistive Class I,1,,
Business Group B,Stuber Land Design,6523 N Galena RD,,Peoria,IL,61614,,,,B- Business,,,front of building,Knox Box exterior front of building,12,1,,0,0,20000,South side of building,rear of building local panel,,,,,,,,,,,,45138,,,,,,,,6523,N,Galena,RD,,,,40.7659436,,,,-89.5713312,,0,16T  BL  8297  1595,,,,,Ordinary (Joisted Masonry) Class III,12,,Suburban
Business Group B,Studio 17,7501 N University ST #212,,Peoria,IL,61614,,309-691-5288,,B- Barber/Beauty Shops,,,,,,,,,,,,,,,,,,,,,,,,49264 - 1,,,,,,,,7501,N,University,ST,,212,,40.7788317,,,,-89.6225002,557,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,studio 17 #212,7501 N University ST ##212,,Peoria,IL,61614,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,49264 - 15,,,,,,,,7501,N,University,ST,,#212,,40.7788317,,,,-89.6225002,,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Studio DYB,806 W Pioneer PKY,,Peoria,IL,61615,studiodyb@gmail.com,3094229555,,B- Barber/Beauty Shops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,W,Pioneer,PKY,,,,40.7832543,,,,-89.6036498,,0,,,,,,Ordinary (Joisted Masonry) Class III,,,
Business Group B,Subway,1307 W Glen AVE W,,Peoria,IL,61614,,309-691-7999,,B- Business,,,,,,1,,40,60,2400,,,,,,,,,,,,,,22551,,,,,,,,1307,W,Glen,AVE,W,,,40.7473376,,,,-89.6129506,580,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Sullivan Property,3521 N California AVE,,Peoria,IL,61603,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485602,,,,,,,,3521,N,California,AVE,,,,40.7304659,,,,-89.5891127,599,0,16T  BL  8135  1206,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,Summit Crossing,8305 N Allen RD,,Peoria,IL,61525,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485504,,,,,,,,8305,N,Allen,RD,,,,40.7886889,,,,-89.632082,580,0,,,,,,Ordinary (Joisted Masonry) Class III,20,,
Business Group B,Sungard Window Fashions,4222 N Sheridan RD,,Peoria,IL,61614,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222,N,Sheridan,RD,,,,40.7390324,,,,-89.6025598,,0,,,,,,,,,
Business Group B,Sunguard,6523 N Galena RD,,Peoria,IL,61614,,,,B- Business,,,Front of building,Knox Box in front of building,12,1,,0,0,30000,North Side of Building,,,,,,,,,,,,,45159,,,,,,,,6523,N,Galena,RD,,,,40.7659436,,,,-89.5713312,599,0,16T  BL  8297  1595,,,,,Ordinary (Joisted Masonry) Class III,12,,
Business Group B,Superior Auto Detail,831 SW Adams ST,,Peoria,IL,61605,,309.453.3043,,B- Business,,203,,,,,,,,,,,,,,,,,,,,,,49324,,,,,,,,831,SW,Adams,ST,,,,40.685937,,,,-89.599557,579,0,16T BL 8032 0714,,,,,Ordinary (Joisted Masonry) Class III,8,,
Business Group B,Superior Health Care,4302 N Sheridan RD,,Peoria,IL,61614,,,,B- Business,Business is closed ,,,,,,,,,,,,,,,,,,,,,,,44811,,,,,,,,4302,N,Sheridan,RD,,,,40.739796,,,,-89.6025215,500,0,,,,,,Ordinary (Joisted Masonry) Class III,11,,
Business Group B,Superior Water,5801 N Knoxville AVE,,Peoria,IL,61603,superiorwater@kineticopeoria.com,309-691-9287,,B- Business,,1639,,,,,,,,,,,,,,,,,,,,,,5689,,,,,,,,5801,N,Knoxville,AVE,,,,40.7574332,,,,-89.5932148,519,0,16T BL 8106 1514,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Supply Chain Services,8515 N University ST,,Peoria,IL,61614,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,8021,,,,,,,,8515,N,University,ST,,,,40.791289,,,,-89.622632,569,0,,,,,,Non-Combustible (All Metal) Class II,15,,
Business Group B,T-Mobile,1208 W Glen AVE,,Peoria,IL,61614,,839-1130,,B- Business,,1110,,,,,,,,,,,,,,,,,,,,,,49625,,,,,,,,1208,W,Glen,AVE,,,,40.7467259,,,2012,-89.6111888,549,0,16T BL 7954 1392,,,,,Non-Combustible (All Metal) Class II,11,,
Business Group B,T-Mobile,7719 N Grand Prairie DR,,Peoria,IL,61615,,,,B- Business,,1902,,,,1,,,,2800,,,,,,,,,,,,,,37255,,,,,,,,7719,N,Grand Prairie,DR,,,,40.7814536,,,,-89.6763834,549,0,16T BL 7415 1794,,,,,Non-Combustible (Masonry) Class I,19,,
Business Group B,Tallyn's Tactical Solutions,1609 W Detweiller DR,,Peoria,IL,61615,,309-692-5005,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485534,,,,,,,,1609,W,Detweiller,DR,,,,40.7887088,,,,-89.6173607,569,0,16T  BL  7921  1859,,,,,Wood Frame Class V,15,,
Business Group B,Teacher's Union Office,733 SW Washington ST,,Peoria,IL,61605,,645.7666,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,37637 - 3,,,,,,,,733,SW,Washington,ST,,,,40.685705,,,,-89.5973012,599,0,,,,,,Ordinary (Joisted Masonry) Class III,8,,
Business Group B,Telecris Plasma Center,1902 N Sheridan RD,,Peoria,IL,61614,,686.0173t,,"B- Professional Services (Architects,Attys., MD,Dentists)",,310,,,,,,,,,,,,,,,,,,,,,,6307,,,,,,,,1902,N,Sheridan,RD,,,,40.7106458,Public Health,,,-89.6030688,569,0,16T BL 8009 0990,,,,,Non-Combustible (All Metal) Class II,3,,
Business Group B,Temsters Local 627,7101 N Allen RD,,Peoria,IL,61614,,309-689-9090,,B- Business,,,,Front door,,1,,0,0,15000,C side,C side of building,A b corner,Rear,,,,,,,,,,5100,,1,0,,,,,7101,N,Allen RD,,,,,40.773924,,,,-89.632254,599,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,TF Ehrhart,100 Morton ST,,Peoria,IL,61602,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485517,,,,,,,,100,,Morton,ST,,,,40.6984284,,,,-89.5757539,,0, 16T  BL  8238  0847,,,,,Non-Combustible (Masonry) Class I,1,,
Business Group B,TH Professional & Medical Collections LTD,2015 W Glen,,Peoria,IL,61614,,,,"B- Professional Services (Architects,Attys., MD,Dentists)",,,,,,1,,,,800,,,,,,,,,,,,,,44672,,,,,,,,2015,W,Glen,,,,,40.747905,,,,-89.624041,599,0,,,,,,Ordinary (Joisted Masonry) Class III,13,,
Business Group B,The Baby Shop,2100 N Knoxville AVE,,Peoria,IL,61603,,,,B- Business,Business moved to 1800 N. Knoxville Suite 2,,,,,,,,,,,,,,,,,,,,,,,479,,,,,,,,2100,N,Knoxville,AVE,,,,40.7124707,,,,-89.5936311,,0,16T BL 8089 1008,,,,,,,,
Business Group B,The Barber Shop,456 Fulton ST #150,,Peoria,IL,61602,,309 674-1522,,B- Barber/Beauty Shops,,,,,,,,,,,,,,,,,,,,,,,,44765,,,,,,,,456,,Fulton,ST,,150,,40.6929214,,,,-89.591988,557,0,16TBL80990790,,,,,Fire Resistive Class I,1,,
Business Group B,The Chef & The Baker,106 E McClure AVE,,Peoria,IL,61603,,309-431-3134,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485599,,,,,,,,106,E,McClure,AVE,,,,40.7173837,,,,-89.5929725,549,0,16T  BL  8098  1061,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,The Digital Store,4813 N Rockwood DR,,Peoria,IL,61615,,309-688-1000,,B- Business,,,,,,1,,,,2500,,,,,,,,,,,,,,45563,,1,,,,,,4813,N,Rockwood,DR,,,,40.7468521,,,,-89.6331626,549,0,16T BL 7770 1399,,,,,Ordinary (Joisted Masonry) Class III,13,,
Business Group B,The Leiter Group,309 Main ST #A,,Peoria,IL,61602,,(309)673-2922,,B- Business,,102,,,,3,,,,3976,,,,,,,,,,,,,,42804,,,,,,,,309,,Main,ST,,A,,40.6919699,,,,-89.5901608,599,0,16T BL 8114 0779,,,,,Ordinary (Joisted Masonry) Class III,1,,
